"filename", "language", "XML", "C++", "JSON", "CMake", "Log", "CMake Cache", "Makefile", "Ini", "TypeScript", "YAML", "CSS", "HTML", "JavaScript", "comment", "blank", "total"
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply.prev/directory-.-Debug-40b9f4cce3bc4b450649.json", "JSON", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 49
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply.prev/index-2024-08-25T05-18-10-0617.json", "JSON", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 90
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply.prev/target-QtQQ-Debug-390e813e2a3ce8c3f58a.json", "JSON", 0, 0, 1617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1618
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply.prev/target-QtQQ_autogen-Debug-b43646f98e66d6118043.json", "JSON", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 72
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply.prev/target-QtQQ_autogen_timestamp_deps-Debug-c808314651eb31f69626.json", "JSON", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply.prev/target-QtQQ_qmlimportscan-Debug-9a7691100157ccb453d7.json", "JSON", 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 118
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply/cache-v2-db5422da830b468ff094.json", "JSON", 0, 0, 7583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7584
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply/cmakeFiles-v1-fbb7a6f4bb3976975c84.json", "JSON", 0, 0, 4918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4919
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply/codemodel-v2-66e90c1a8e89e22d79c5.json", "JSON", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 89
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply/directory-.-Debug-40b9f4cce3bc4b450649.json", "JSON", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 49
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply/index-2024-08-25T05-53-46-0194.json", "JSON", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 90
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply/target-QtQQ-Debug-390e813e2a3ce8c3f58a.json", "JSON", 0, 0, 1617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1618
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply/target-QtQQ_autogen-Debug-b43646f98e66d6118043.json", "JSON", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 72
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply/target-QtQQ_autogen_timestamp_deps-Debug-c808314651eb31f69626.json", "JSON", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply/target-QtQQ_qmlimportscan-Debug-9a7691100157ccb453d7.json", "JSON", 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 118
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.qt/QtDeploySupport.cmake", "CMake", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 68
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.qt/deploy_qml_imports/QtQQ.cmake", "CMake", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.qt_plugins/Qt6_QmlPlugins_Imports_QtQQ.cmake", "CMake", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.qtc/package-manager/auto-setup.cmake", "CMake", 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 270
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.qtc/package-manager/conan.cmake", "CMake", 0, 0, 0, 908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 1027
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.qtc/package-manager/conan_provider.cmake", "CMake", 0, 0, 0, 574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 656
